time,up,down
0.031999999999996476,9,0
0.03200000000000358,0,2
0.03599999999999426,1,0
0.03200000000000358,4,1
0.031999999999996476,1,3
0.036000000000001364,2,1
0.03200000000000358,2,0
0.031999999999996476,1,3
0.036000000000001364,3,0
0.031999999999996476,0,1
0.03200000000000358,0,1
0.036000000000001364,1,2
0.031999999999996476,0,2
0.03200000000000358,0,0
0.036000000000001364,0,2
0.031999999999996476,0,0
0.03200000000000358,1,1
0.03599999999999426,0,0
0.03200000000000358,0,1
0.031999999999996476,0,1
0.036000000000001364,0,0
0.03200000000000358,2,1
0.032999999999994145,0,0
0.03100000000000591,0,0
0.03599999999999426,0,1
0.03200000000000358,0,0
0.031999999999996476,0,1
0.036000000000001364,3,1
0.03300000000000125,0,0
0.030999999999998806,0,0
0.036000000000001364,0,0
0.03200000000000358,1,1
0.031999999999996476,0,0
0.036000000000001364,0,1
