time,up,down
0.05900000000000105,0,3840
0.06099999999999994,243,325
0.05600000000000094,10,9
0.05999999999999872,3674,128
0.05600000000000094,1671,407
0.05999999999999872,157,124
0.05600000000000094,977,1275
0.05999999999999872,434,1178
0.05600000000000094,91,4040
0.05999999999999872,30,68
0.060000000000002274,16,38
0.055999999999997385,4012,105
0.060000000000002274,146,1
0.055999999999997385,92,35
0.060000000000002274,110,208
0.05600000000000094,718,563
0.05999999999999872,669,548
0.05900000000000105,84,5
0.05699999999999861,932,1068
0.05900000000000105,164,931
0.05699999999999861,676,4159
0.05999999999999872,0,0
0.05600000000000094,141,299
0.060000000000002274,76,55
0.055999999999997385,12,9
0.060000000000002274,150,180
0.05999999999999872,64,62
0.05600000000000094,4068,20
0.05999999999999872,93,3
0.05600000000000094,628,575
0.05999999999999872,285,347
0.05600000000000094,275,294
0.05999999999999872,324,351
0.05600000000000094,219,210
0.05999999999999872,337,359
0.060000000000002274,202,3534
0.055999999999997385,325,3530
0.060000000000002274,36,22
0.05600000000000094,0,0
0.05999999999999872,4002,0
0.05600000000000094,76,40
0.05999999999999872,211,133
0.05999999999999872,143,142
0.05600000000000094,0,3992
0.05999999999999872,0,1852
0.05600000000000094,6,1
0.060000000000002274,69,44
0.055999999999997385,183,214
0.05900000000000105,83,35
0.05699999999999861,0,0
0.060000000000002274,16,30
0.0589999999999975,4061,0
0.05700000000000216,1,28
0.05999999999999872,116,141
0.05600000000000094,121,101
0.05999999999999872,2,4211
0.05600000000000094,0,0
0.05999999999999872,29,12
0.060000000000002274,660,151
0.05600000000000094,4012,0
0.0589999999999975,33,72
0.05700000000000216,575,491
0.05999999999999872,52,116
0.05600000000000094,14,4069
0.05999999999999872,1,1
0.05600000000000094,34,16
0.05999999999999872,3244,31
0.060000000000002274,3695,0
0.055999999999997385,207,310
0.060000000000002274,51,37
0.054999999999999716,86,206
0.06099999999999994,0,3852
0.055999999999997385,7,9
0.060000000000002274,2,2
0.05600000000000094,3425,17
0.05999999999999872,910,14
0.05999999999999872,92,90
0.05600000000000094,71,117
0.05999999999999872,36,37
0.05600000000000094,35,50
0.05999999999999872,864,882
0.05600000000000094,1689,2314
0.060000000000002274,831,1677
0.05999999999999872,393,4582
0.05600000000000094,535,550
0.05999999999999872,4155,504
0.054999999999999716,5992,8
0.06099999999999994,1715,5457
0.05600000000000094,1539,5249
0.05999999999999872,0,0
0.05600000000000094,0,311
0.05999999999999872,0,8
0.060000000000002274,0,0
0.055999999999997385,0,7
0.060000000000002274,1,19
0.055999999999997385,2,2
0.05900000000000105,1,0
0.05600000000000094,2,1
0.06099999999999994,0,0
0.05600000000000094,0,6
0.05999999999999872,2,0
0.05999999999999872,23,0
0.054999999999999716,56,0
0.061000000000003496,51,0
0.055999999999997385,55,0
0.060000000000002274,25,13
0.055999999999997385,5,11
0.060000000000002274,2,12
0.0589999999999975,24,30
0.05700000000000216,1,0
0.05999999999999872,1,0
0.05600000000000094,1,0
0.05999999999999872,0,0
0.05600000000000094,0,0
0.05999999999999872,0,0
0.05600000000000094,0,0
0.05999999999999872,1,1
0.060000000000002274,0,2
0.05600000000000094,1,0
0.0589999999999975,0,0
0.05700000000000216,0,0
0.05999999999999872,0,0
0.05600000000000094,0,1
0.05999999999999872,0,4
0.05600000000000094,0,7
0.05999999999999872,0,0
0.060000000000002274,0,0
0.055999999999997385,0,0
0.060000000000002274,0,0
0.055999999999997385,1,0
0.05900000000000105,0,0
0.05699999999999861,0,0
